record_id,person_id,journey_id,trip_num,mode,rr_role,depart_time,depart_min_of_day,depart_lon,depart_lat,dest_lon,dest_lat,o_county,d_county,peak_period,is_peak,survey_travtime,model_travtime,scenario,service_date,tt_1_min,tt_1_offset_min,tt_2_min,tt_2_offset_min,tt_3_min,tt_3_offset_min,tt_4_min,tt_4_offset_min,tt_5_min,tt_5_offset_min,tt_6_min,tt_6_offset_min,tt_7_min,tt_7_offset_min,tt_8_min,tt_8_offset_min,n_ok,tt_mean_min,tt_sd_min
3634880201,36348802,13657,1,22,rail_leg,8:05,485,-75.2784887557887,39.9397339356879,-75.1682068169821,39.957491721513,42045,42101,am_peak,TRUE,,42.453796,cut,20251105,56.3,-29.75,47.8,-21.25,56.5333333333333,-12.75,48.0333333333333,-4.25,56.3,4.25,47.8,12.75,69.2166666666667,21.25,60.7166666666667,29.75,8,55.3375,7.48167470217774
3637010102,36370101,13716,2,22,rail_leg,7:43,463,-75.4829079089365,40.0451966969818,-75.1834073455283,39.9599979498596,42029,42101,am_peak,TRUE,42,37.682509,cut,20251105,75.25,-29.75,66.75,-21.25,88.25,-12.75,79.75,-4.25,71.25,4.25,62.75,12.75,84.25,21.25,75.75,29.75,8,75.5,8.57321409974112
3664520104,36645201,14379,4,22,rail_leg,16:40,1000,-75.4829079089365,40.0451966969818,-75.1588750233838,39.9528401835985,42029,42101,pm_peak,TRUE,45,58.610662,cut,20251105,83.05,-29.75,74.55,-21.25,119.233333333333,-12.75,110.733333333333,-4.25,102.233333333333,4.25,93.7333333333333,12.75,92.05,21.25,83.55,29.75,8,94.8916666666667,15.0685760484189
3703190201,37031902,15178,1,22,rail_leg,19:30,1170,-75.1268140035489,40.0819703941513,-75.1659426772114,39.9531940428398,42091,42101,off_peak,FALSE,,47.055049,cut,20251105,54.6,-29.75,46.1,-21.25,60.6,-12.75,52.1,-4.25,43.6,4.25,59.1,12.75,50.6,21.25,62.1,29.75,8,53.6,6.76123403782813
3772110201,37721102,16231,1,22,rail_leg,7:18,438,-75.2997775853713,39.939031243255,-75.1632627264191,39.9610182840982,42045,42101,am_peak,TRUE,42,54.401493,cut,20251105,51.7333333333333,-29.75,75.3333333333333,-21.25,66.8333333333333,-12.75,58.3333333333333,-4.25,73.8333333333333,4.25,65.3333333333333,12.75,64.5333333333333,21.25,71.0333333333333,29.75,8,65.8708333333333,7.921748995194
3772110202,37721102,16232,2,22,rail_leg,16:45,1005,-75.1632627264191,39.9610182840982,-75.2997775853713,39.939031243255,42101,42045,pm_peak,TRUE,45,47.925501,cut,20251105,60.9333333333333,-29.75,77.4333333333333,-21.25,68.9333333333333,-12.75,60.4333333333333,-4.25,51.9333333333333,4.25,67.4333333333333,12.75,58.9333333333333,21.25,50.4333333333333,29.75,8,62.0583333333333,8.97516414493749
3775560104,37755601,16293,4,22,rail_leg,12:35,755,-75.3170969015922,40.0208081125859,-75.263745391218,39.9965055434734,42091,42091,off_peak,FALSE,5,24.140791,cut,20251105,116.45,-29.75,47.95,-21.25,39.45,-12.75,30.95,-4.25,22.45,4.25,68.3666666666667,12.75,65.45,21.25,116.95,29.75,8,63.5020833333333,36.3571606421667
3782060202,37820602,16456,2,22,rail_leg,8:30,510,-75.3195257705183,40.0049815590517,-75.1648345113326,39.9541020155151,42045,42101,am_peak,TRUE,15,46.003463,cut,20251105,57.6,-29.75,65.1,-21.25,56.6,-12.75,56.1,-4.25,47.6,4.25,55.1,12.75,46.6,21.25,54.1,29.75,8,54.85,5.8370736308041
3782060205,37820602,16457,5,22,rail_leg,17:14,1034,-75.1634808483634,39.9480403151119,-75.1634808483634,39.9480403151119,42101,42101,pm_peak,TRUE,26,3.958333,cut,20251105,5.55,-29.75,12.05,-21.25,12.8,-12.75,8.28333333333333,-4.25,11.8,4.25,9.05,12.75,16.4333333333333,21.25,9.05,29.75,8,10.6270833333333,3.33977873875045
3797000102,37970001,16662,2,22,rail_leg,16:45,1005,-75.1648345113326,39.9541020155151,-75.6982311138271,40.0135155865065,42101,42029,pm_peak,TRUE,65,91.536477,cut,20251105,106.3,-29.75,97.8,-21.25,,-12.75,,-4.25,,4.25,,12.75,,21.25,143.233333333333,29.75,3,115.777777777778,24.1540503466427
3830520202,38305202,17383,2,22,rail_leg,6:51,411,-75.1531176077862,40.0998645962702,-75.1648345113326,39.9541020155151,42091,42101,am_peak,TRUE,151,35.407063,cut,20251105,54.8666666666667,-29.75,68.3666666666667,-21.25,59.8666666666667,-12.75,51.3666666666667,-4.25,42.8666666666667,4.25,52.3666666666667,12.75,43.8666666666667,21.25,43.0833333333333,29.75,8,52.08125,9.00419407346923
